date,borough,consumption_(hcf),year,month,day_of_month,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,season,is_summer,is_winter,rolling_avg_7d,rolling_avg_30d,rolling_std_30d
2013-01-14,MANHATTAN,11095.55,2013,1,14,0,14,3,0,0,1,0,1,10740.294285714286,10649.999285714284,491.13650224546734
2013-01-14,QUEENS,8149.89,2013,1,14,0,14,3,0,0,1,0,1,7899.417142857143,7810.415714285715,455.8077745601215
2013-01-15,BRONX,7343.58,2013,1,15,1,15,3,0,0,1,0,1,7027.557142857143,6973.27,432.82259457129607
2013-01-15,BROOKLYN,9048.72,2013,1,15,1,15,3,0,0,1,0,1,8649.104285714286,8590.824,599.9989550205186
2013-01-15,MANHATTAN,11230.01,2013,1,15,1,15,3,0,0,1,0,1,10780.027142857143,10688.666666666666,496.39995131614035
2013-01-15,QUEENS,8230.93,2013,1,15,1,15,3,0,0,1,0,1,7930.152857142857,7838.45,452.4483318883732
2013-01-16,BRONX,7389.54,2013,1,16,2,16,3,0,0,1,0,1,7053.118571428572,6999.286875,430.9018639662438
2013-01-16,BROOKLYN,9169.67,2013,1,16,2,16,3,0,0,1,0,1,8672.557142857144,8627.001875,597.4447655275338
2013-01-16,MANHATTAN,11119.35,2013,1,16,2,16,3,0,0,1,0,1,10791.078571428572,10715.584375,491.5062487628377
2013-01-16,QUEENS,8230.49,2013,1,16,2,16,3,0,0,1,0,1,7937.425714285714,7862.9525,447.9599910631902
2013-01-17,BRONX,7430.93,2013,1,17,3,17,3,0,0,1,0,1,7074.971428571429,7024.677647058824,430.152754895418
2013-01-17,BROOKLYN,9105.17,2013,1,17,3,17,3,0,0,1,0,1,8701.859999999999,8655.129411764707,589.9840454460461
2013-01-17,MANHATTAN,11288.46,2013,1,17,3,17,3,0,0,1,0,1,10821.052857142857,10749.28294117647,495.76691115589654
2013-01-17,QUEENS,8319.6,2013,1,17,3,17,3,0,0,1,0,1,7952.477142857143,7889.814117647059,447.6524148692102
2013-01-18,BRONX,7505.78,2013,1,18,4,18,3,0,0,1,0,1,7100.308571428572,7051.405555555556,432.4419644873438
2013-01-18,BROOKLYN,9241.02,2013,1,18,4,18,3,0,0,1,0,1,8729.027142857143,8687.67888888889,588.7921900046377
2013-01-18,MANHATTAN,11109.76,2013,1,18,4,18,3,0,0,1,0,1,10835.227142857142,10769.309444444445,488.41170543462135
2013-01-18,QUEENS,8407.45,2013,1,18,4,18,3,0,0,1,0,1,7976.227142857142,7918.571666666667,451.09956642239285
2013-01-19,BRONX,6533.32,2013,1,19,5,19,3,1,0,1,0,1,7129.547142857143,7024.137894736842,436.74226805569515
2013-01-19,BROOKLYN,7811.89,2013,1,19,5,19,3,1,0,1,0,1,8743.177142857143,8641.584736842104,606.4529643240495
2013-01-19,MANHATTAN,10107.61,2013,1,19,5,19,3,1,0,1,0,1,10855.701428571429,10734.483157894736,498.3352016916214
2013-01-19,QUEENS,7311.7,2013,1,19,5,19,3,1,0,1,0,1,7986.242857142858,7886.631052631578,459.9669846955776
2013-01-20,BRONX,6507.15,2013,1,20,6,20,3,1,0,1,0,1,7146.562857142856,6998.2885,440.532047693468
2013-01-20,BROOKLYN,7932.53,2013,1,20,6,20,3,1,0,1,0,1,8768.578571428572,8606.132000000001,611.2004689530442
2013-01-20,MANHATTAN,10119.58,2013,1,20,6,20,3,1,0,1,0,1,10867.18857142857,10703.738000000001,504.15557943952166
2013-01-20,QUEENS,7435.43,2013,1,20,6,20,3,1,0,1,0,1,8012.2128571428575,7864.071000000001,458.92646794219104
2013-01-21,BRONX,7457.58,2013,1,21,0,21,4,0,0,1,0,1,7166.839999999999,7020.159523809524,440.9197615493797
2013-01-21,BROOKLYN,9202.47,2013,1,21,0,21,4,0,0,1,0,1,8787.352857142858,8634.529047619048,609.7720485304714
2013-01-21,MANHATTAN,11197.18,2013,1,21,0,21,4,0,0,1,0,1,10881.707142857142,10727.235238095238,503.04943099678616
2013-01-21,QUEENS,8422.49,2013,1,21,0,21,4,0,0,1,0,1,8051.155714285715,7890.662380952381,463.60754975415125
2013-01-22,BRONX,7468.25,2013,1,22,1,22,4,0,0,1,0,1,7184.65,7040.527272727273,440.7711425950986
2013-01-22,BROOKLYN,9338.34,2013,1,22,1,22,4,0,0,1,0,1,8828.727142857142,8666.520454545454,613.7035494010138
2013-01-22,MANHATTAN,11381.67,2013,1,22,1,22,4,0,0,1,0,1,10903.372857142856,10756.982272727271,510.36830606675176
2013-01-22,QUEENS,8433.45,2013,1,22,1,22,4,0,0,1,0,1,8080.087142857143,7915.334545454546,466.9998397952953
2013-01-23,BRONX,7586.25,2013,1,23,2,23,4,0,0,1,0,1,7212.751428571428,7064.254347826087,445.41748006098
2013-01-23,BROOKLYN,9337.42,2013,1,23,2,23,4,0,0,1,0,1,8852.691428571428,8695.69,615.6965509522896
2013-01-23,MANHATTAN,11316.24,2013,1,23,2,23,4,0,0,1,0,1,10931.5,10781.297826086957,512.0885270142305
2013-01-23,QUEENS,8459.13,2013,1,23,2,23,4,0,0,1,0,1,8112.75,7938.977826086956,470.1412865778325
2013-01-24,BRONX,7594.69,2013,1,24,3,24,4,0,0,1,0,1,7236.145714285715,7086.355833333334,448.8810561531734
2013-01-24,BROOKLYN,9329.08,2013,1,24,3,24,4,0,0,1,0,1,8884.67857142857,8722.081250000001,615.8866454520634
2013-01-24,MANHATTAN,11473.23,2013,1,24,3,24,4,0,0,1,0,1,10957.895714285714,10810.128333333332,520.3670897730178
2013-01-24,QUEENS,8458.6,2013,1,24,3,24,4,0,0,1,0,1,8132.607142857143,7960.62875,471.8824074713727
2013-01-25,BRONX,7513.65,2013,1,25,4,25,4,0,0,1,0,1,7237.2699999999995,7103.4476,447.6626218414935
2013-01-25,BROOKLYN,9348.05,2013,1,25,4,25,4,0,0,1,0,1,8899.968571428572,8747.12,615.7799824206694
2013-01-25,MANHATTAN,11458.79,2013,1,25,4,25,4,0,0,1,0,1,11007.757142857143,10836.0748,525.6708161254526
2013-01-25,QUEENS,8484.65,2013,1,25,4,25,4,0,0,1,0,1,8143.635714285715,7981.589599999999,473.6864948067801
2013-01-26,BRONX,6649.63,2013,1,26,5,26,4,1,0,1,0,1,7253.885714285714,7085.993076923077,447.5566107724852
2013-01-26,BROOKLYN,7994.43,2013,1,26,5,26,4,1,0,1,0,1,8926.045714285714,8718.170384615385,621.1341829941788
2013-01-26,MANHATTAN,10287.91,2013,1,26,5,26,4,1,0,1,0,1,11033.514285714287,10814.99153846154,526.149899262119
2013-01-26,QUEENS,7445.77,2013,1,26,5,26,4,1,0,1,0,1,8162.788571428571,7960.9811538461545,475.86358226136167
2013-01-27,BRONX,6619.35,2013,1,27,6,27,4,1,0,1,0,1,7269.914285714286,7068.71,447.95963628262484
2013-01-27,BROOKLYN,8109.68,2013,1,27,6,27,4,1,0,1,0,1,8951.352857142858,8695.633703703703,620.2275955284364
2013-01-27,MANHATTAN,10311.11,2013,1,27,6,27,4,1,0,1,0,1,11060.875714285716,10796.32925925926,524.9665168511362
2013-01-27,QUEENS,7528.27,2013,1,27,6,27,4,1,0,1,0,1,8176.051428571429,7944.954814814815,473.99520810926094
2013-01-28,BRONX,7571.0,2013,1,28,0,28,5,0,0,1,0,1,7286.117142857142,7086.648928571429,449.7179539513815
2013-01-28,BROOKLYN,9436.54,2013,1,28,0,28,5,0,0,1,0,1,8984.791428571429,8722.094642857142,624.531708713622
2013-01-28,MANHATTAN,11558.8,2013,1,28,0,28,5,0,0,1,0,1,11112.535714285714,10823.560357142856,534.9259088293483
2013-01-28,QUEENS,8636.85,2013,1,28,0,28,5,0,0,1,0,1,8206.674285714285,7969.665357142857,483.163944727929
2013-01-29,BRONX,7646.69,2013,1,29,1,29,5,0,0,1,0,1,7311.608571428572,7105.960689655172,453.6943216994946
2013-01-29,BROOKLYN,9500.97,2013,1,29,1,29,5,0,0,1,0,1,9008.024285714286,8748.952413793104,630.102147504985
2013-01-29,MANHATTAN,11446.23,2013,1,29,1,29,5,0,0,1,0,1,11121.75857142857,10845.03172413793,537.8622556676761
2013-01-29,QUEENS,8577.65,2013,1,29,1,29,5,0,0,1,0,1,8227.274285714286,7990.630344827586,487.70521935080825
2013-01-30,BRONX,7639.63,2013,1,30,2,30,5,0,0,1,0,1,7319.234285714286,7123.749666666667,456.3267338551616
2013-01-30,BROOKLYN,9516.85,2013,1,30,2,30,5,0,0,1,0,1,9033.657142857144,8774.548999999999,634.8177909167973
2013-01-30,MANHATTAN,11600.79,2013,1,30,2,30,5,0,0,1,0,1,11162.408571428572,10870.223666666667,546.2225807052454
2013-01-30,QUEENS,8574.06,2013,1,30,2,30,5,0,0,1,0,1,8243.692857142856,8010.0779999999995,490.91829825479067
2013-01-31,BRONX,7745.29,2013,1,31,3,31,5,0,0,1,0,1,7340.748571428571,7144.782333333334,470.20687448357154
2013-01-31,BROOKLYN,9531.1,2013,1,31,3,31,5,0,0,1,0,1,9062.517142857143,8797.422666666667,649.6296192177949
2013-01-31,MANHATTAN,11520.39,2013,1,31,3,31,5,0,0,1,0,1,11169.145714285714,10892.17,558.9588075748665
2013-01-31,QUEENS,8621.17,2013,1,31,3,31,5,0,0,1,0,1,8266.917142857143,8031.476,503.3600237754015
2013-02-01,BRONX,7698.8,2013,2,1,4,32,5,0,0,1,0,1,7367.198571428571,7164.210999999999,480.89428695920276
2013-02-01,BROOKLYN,9581.95,2013,2,1,4,32,5,0,0,1,0,1,9095.93142857143,8825.867333333334,665.0127197276305
2013-02-01,MANHATTAN,11597.28,2013,2,1,4,32,5,0,0,1,0,1,11188.930000000002,10916.922666666667,573.4952960870928
2013-02-01,QUEENS,8598.1,2013,2,1,4,32,5,0,0,1,0,1,8283.124285714284,8050.522,513.8739187535915
2013-02-02,BRONX,6764.26,2013,2,2,5,33,5,1,0,1,0,1,7383.574285714285,7152.999,486.3185368938261
2013-02-02,BROOKLYN,8144.37,2013,2,2,5,33,5,1,0,1,0,1,9117.351428571428,8804.642333333333,676.5515215321528
2013-02-02,MANHATTAN,10430.2,2013,2,2,5,33,5,1,0,1,0,1,11209.257142857143,10900.942333333334,580.3445210995183
2013-02-02,QUEENS,7669.53,2013,2,2,5,33,5,1,0,1,0,1,8315.09,8042.402000000001,518.0276266524525
2013-02-03,BRONX,6725.82,2013,2,3,6,34,5,1,0,1,0,1,7398.784285714285,7139.683999999999,492.5325189446185
2013-02-03,BROOKLYN,8201.86,2013,2,3,6,34,5,1,0,1,0,1,9130.52,8782.0,685.2146101719543
2013-02-03,MANHATTAN,10445.03,2013,2,3,6,34,5,1,0,1,0,1,11228.388571428572,10889.963333333331,585.9098457267461
2013-02-03,QUEENS,7745.77,2013,2,3,6,34,5,1,0,1,0,1,8346.161428571428,8034.257,520.7916037788551
2013-02-04,BRONX,7808.67,2013,2,4,0,35,6,0,0,1,0,1,7432.737142857143,7192.197999999999,476.2731848019364
2013-02-04,BROOKLYN,9653.3,2013,2,4,0,35,6,0,0,1,0,1,9161.485714285713,8852.464666666667,661.2971641675862
2013-02-04,MANHATTAN,11628.28,2013,2,4,0,35,6,0,0,1,0,1,11238.314285714285,10949.361333333334,566.4632635179457
2013-02-04,QUEENS,8721.49,2013,2,4,0,35,6,0,0,1,0,1,8358.252857142857,8091.655,497.17573562557124
2013-02-05,BRONX,7820.72,2013,2,5,1,36,6,0,0,1,0,1,7457.598571428572,7245.350666666666,453.15993660557433
2013-02-05,BROOKLYN,9786.01,2013,2,5,1,36,6,0,0,1,0,1,9202.205714285714,8926.136999999999,636.8297615215972
2013-02-05,MANHATTAN,11813.75,2013,2,5,1,36,6,0,0,1,0,1,11290.817142857142,11015.667333333335,546.3248967982407
2013-02-05,QUEENS,8785.69,2013,2,5,1,36,6,0,0,1,0,1,8387.972857142857,8149.3876666666665,472.4364793988521
2013-02-06,BRONX,7825.7,2013,2,6,2,37,6,0,0,1,0,1,7484.18,7265.642333333333,465.3108013944746
2013-02-06,BROOKLYN,9702.8,2013,2,6,2,37,6,0,0,1,0,1,9228.77,8951.117,652.4424757845936
2013-02-06,MANHATTAN,11814.71,2013,2,6,2,37,6,0,0,1,0,1,11321.377142857144,11047.947333333334,564.2872592555674
2013-02-06,QUEENS,8831.83,2013,2,6,2,37,6,0,0,1,0,1,8424.797142857144,8174.2006666666675,488.3508511513318
2013-02-07,BRONX,7864.89,2013,2,7,3,38,6,0,0,1,0,1,7501.265714285714,7285.349666666666,478.00923623657286
2013-02-07,BROOKLYN,9889.76,2013,2,7,3,38,6,0,0,1,0,1,9280.007142857143,8980.299666666666,674.5692525450551
2013-02-07,MANHATTAN,11783.72,2013,2,7,3,38,6,0,0,1,0,1,11358.995714285715,11075.675333333334,579.6327744340894
2013-02-07,QUEENS,8899.2,2013,2,7,3,38,6,0,0,1,0,1,8464.515714285715,8203.648,504.82576793897204
2013-02-08,BRONX,7831.54,2013,2,8,4,39,6,0,0,1,0,1,7520.228571428571,7306.047333333333,488.00007519030936
2013-02-08,BROOKLYN,9906.61,2013,2,8,4,39,6,0,0,1,0,1,9326.387142857144,9010.336666666666,695.4684790117013
2013-02-08,MANHATTAN,11859.36,2013,2,8,4,39,6,0,0,1,0,1,11396.435714285715,11102.921,596.9464715582639
2013-02-08,QUEENS,8924.14,2013,2,8,4,39,6,0,0,1,0,1,8511.092857142856,8228.466666666667,521.624554182831
2013-02-09,BRONX,6842.27,2013,2,9,5,40,6,1,0,1,0,1,7531.372857142857,7291.524333333334,495.29340377740016
2013-02-09,BROOKLYN,8464.84,2013,2,9,5,40,6,1,0,1,0,1,9372.16857142857,8995.829666666667,702.3533256303567
2013-02-09,MANHATTAN,10605.71,2013,2,9,5,40,6,1,0,1,0,1,11421.50857142857,11087.156666666668,603.8149234791163
2013-02-09,QUEENS,7858.36,2013,2,9,5,40,6,1,0,1,0,1,8538.06857142857,8216.604,525.9876736172073
2013-02-10,BRONX,6967.49,2013,2,10,6,41,6,1,0,1,0,1,7565.897142857144,7279.493333333333,498.73791504040577
2013-02-10,BROOKLYN,8374.74,2013,2,10,6,41,6,1,0,1,0,1,9396.865714285714,8973.292666666668,711.3172160248424
2013-02-10,MANHATTAN,10806.7,2013,2,10,6,41,6,1,0,1,0,1,11473.175714285713,11080.362000000001,605.8502772843437
2013-02-10,QUEENS,7906.9,2013,2,10,6,41,6,1,0,1,0,1,8561.087142857143,8205.460666666668,528.9812700936446
2013-02-11,BRONX,8005.23,2013,2,11,0,42,7,0,0,1,0,1,7593.977142857142,7335.379333333333,482.1767827183762
2013-02-11,BROOKLYN,9871.0,2013,2,11,0,42,7,0,0,1,0,1,9427.965714285714,9045.231333333333,688.2029484936844
2013-02-11,MANHATTAN,11979.17,2013,2,11,0,42,7,0,0,1,0,1,11523.302857142857,11147.524666666666,589.3156929848041
2013-02-11,QUEENS,8963.1,2013,2,11,0,42,7,0,0,1,0,1,8595.602857142858,8262.844333333333,513.977004736415
2013-02-12,BRONX,7900.28,2013,2,12,1,43,7,0,0,1,0,1,7605.342857142857,7385.787333333335,458.1736984574316
2013-02-12,BROOKLYN,9986.37,2013,2,12,1,43,7,0,0,1,0,1,9456.58857142857,9119.619666666666,664.0884189026132
2013-02-12,MANHATTAN,12008.42,2013,2,12,1,43,7,0,0,1,0,1,11551.112857142858,11213.166333333333,570.9919514408488
2013-02-12,QUEENS,8945.56,2013,2,12,1,43,7,0,0,1,0,1,8618.441428571428,8319.241666666667,491.76620459308305
2013-02-13,BRONX,7949.55,2013,2,13,2,44,7,0,0,1,0,1,7623.035714285715,7406.917666666666,469.3092490891004
2013-02-13,BROOKLYN,9930.36,2013,2,13,2,44,7,0,0,1,0,1,9489.097142857141,9148.263333333332,680.2564552372522
2013-02-13,MANHATTAN,12081.2,2013,2,13,2,44,7,0,0,1,0,1,11589.182857142858,11246.021333333334,591.9630627906647
2013-02-13,QUEENS,8952.52,2013,2,13,2,44,7,0,0,1,0,1,8635.682857142858,8345.996000000001,503.91822096926467
2013-02-14,BRONX,8087.14,2013,2,14,3,45,7,0,0,1,0,1,7654.785714285715,7431.703,485.21397154991524
2013-02-14,BROOKLYN,10074.54,2013,2,14,3,45,7,0,0,1,0,1,9515.494285714287,9182.457333333334,700.559362735792
2013-02-14,MANHATTAN,12154.87,2013,2,14,3,45,7,0,0,1,0,1,11642.204285714284,11276.85,614.7448334962593
2013-02-14,QUEENS,9007.36,2013,2,14,3,45,7,0,0,1,0,1,8651.134285714286,8371.877,517.558625719066
2013-02-15,BRONX,8115.11,2013,2,15,4,46,7,0,0,1,0,1,7695.295714285714,7455.888666666667,500.8704272648829
2013-02-15,BROOKLYN,9971.99,2013,2,15,4,46,7,0,0,1,0,1,9524.834285714287,9209.201333333334,715.2154310258331
2013-02-15,MANHATTAN,12007.13,2013,2,15,4,46,7,0,0,1,0,1,11663.314285714285,11306.442666666668,628.1240803674619
2013-02-15,QUEENS,9082.06,2013,2,15,4,46,7,0,0,1,0,1,8673.694285714286,8400.262666666667,532.6685657817209
2013-02-16,BRONX,7051.6,2013,2,16,5,47,7,1,0,1,0,1,7725.2,7443.244333333334,506.2810442873733
2013-02-16,BROOKLYN,8644.76,2013,2,16,5,47,7,1,0,1,0,1,9550.537142857143,9193.854333333333,722.4280386245516
2013-02-16,MANHATTAN,10856.41,2013,2,16,5,47,7,1,0,1,0,1,11699.128571428573,11292.041,633.4807983500956
2013-02-16,QUEENS,8030.44,2013,2,16,5,47,7,1,0,1,0,1,8698.277142857143,8390.624,536.7788169133521
2013-02-17,BRONX,7050.92,2013,2,17,6,48,7,1,0,1,0,1,7737.11857142857,7428.082333333334,511.13145161044713
2013-02-17,BROOKLYN,8660.76,2013,2,17,6,48,7,1,0,1,0,1,9591.397142857142,9174.512333333336,728.8608835127968
2013-02-17,MANHATTAN,10826.1,2013,2,17,6,48,7,1,0,1,0,1,11701.9,11282.585666666668,638.39324944406
2013-02-17,QUEENS,8043.32,2013,2,17,6,48,7,1,0,1,0,1,8717.765714285715,8378.486333333332,540.4892648108272
2013-02-18,BRONX,8036.48,2013,2,18,0,49,8,0,0,1,0,1,7741.582857142857,7478.187666666667,493.7763425966877
2013-02-18,BROOKLYN,10155.0,2013,2,18,0,49,8,0,0,1,0,1,9631.968571428572,9252.616000000002,702.8885818588765
2013-02-18,MANHATTAN,12114.82,2013,2,18,0,49,8,0,0,1,0,1,11721.278571428573,11349.492666666667,615.7860705546965
2013-02-18,QUEENS,9201.42,2013,2,18,0,49,8,0,0,1,0,1,8751.811428571427,8441.477,521.6645352248713
2013-02-19,BRONX,8139.42,2013,2,19,1,50,8,0,0,1,0,1,7775.745714285715,7532.596666666667,472.5623873743235
2013-02-19,BROOKLYN,10138.52,2013,2,19,1,50,8,0,0,1,0,1,9653.704285714286,9326.149,674.8564134348384
2013-02-19,MANHATTAN,12105.27,2013,2,19,1,50,8,0,0,1,0,1,11735.114285714284,11415.682333333332,584.9746268218822
2013-02-19,QUEENS,9181.55,2013,2,19,1,50,8,0,0,1,0,1,8785.524285714286,8499.681,502.60799294761483
2013-02-20,BRONX,8198.9,2013,2,20,2,51,8,0,0,1,0,1,7811.367142857142,7557.307333333333,487.64582997211835
2013-02-20,BROOKLYN,10216.4,2013,2,20,2,51,8,0,0,1,0,1,9694.567142857142,9359.946666666667,693.5785777939714
2013-02-20,MANHATTAN,12200.23,2013,2,20,2,51,8,0,0,1,0,1,11752.118571428571,11449.117333333334,600.5141159897797
2013-02-20,QUEENS,9153.94,2013,2,20,2,51,8,0,0,1,0,1,8814.298571428571,8524.062666666667,516.2895292100704
2013-02-21,BRONX,8238.1,2013,2,21,3,52,8,0,0,1,0,1,7832.932857142857,7582.969,502.81781925567765
2013-02-21,BROOKLYN,10348.51,2013,2,21,3,52,8,0,0,1,0,1,9733.705714285714,9393.619,716.6315337232564
2013-02-21,MANHATTAN,12170.89,2013,2,21,3,52,8,0,0,1,0,1,11754.407142857144,11475.424666666666,614.5798471607168
2013-02-21,QUEENS,9243.73,2013,2,21,3,52,8,0,0,1,0,1,8848.065714285714,8551.072,532.3311373468283
2013-02-22,BRONX,8223.46,2013,2,22,4,53,8,0,0,1,0,1,7848.411428571429,7604.209333333333,516.2407359037426
2013-02-22,BROOKLYN,10231.05,2013,2,22,4,53,8,0,0,1,0,1,9770.714285714286,9423.406666666668,732.6092974422625
2013-02-22,MANHATTAN,12384.47,2013,2,22,4,53,8,0,0,1,0,1,11808.312857142857,11511.032333333334,635.6243129650538
2013-02-22,QUEENS,9246.15,2013,2,22,4,53,8,0,0,1,0,1,8871.507142857143,8577.306,546.8388833487166
2013-02-23,BRONX,7169.68,2013,2,23,5,54,8,1,0,1,0,1,7865.28,7590.042333333333,522.3070319113307
2013-02-23,BROOKLYN,8788.66,2013,2,23,5,54,8,1,0,1,0,1,9791.271428571428,9405.392666666665,741.5976644865793
