date,borough,consumption_(hcf),year,month,day_of_month,day_of_week,day_of_year,week_of_year,is_weekend,is_holiday,season,is_summer,is_winter,rolling_avg_7d,rolling_avg_30d,rolling_std_30d
2020-02-03,BROOKLYN,8571.0,2020,2,3,0,34,6,0,0,1,0,1,8185.69,8733.61,611.95
2020-02-03,MANHATTAN,9830.1,2020,2,3,0,34,6,0,0,1,0,1,9659.2,9960.23,700.72
2020-02-03,QUEENS,7928.51,2020,2,3,0,34,6,0,0,1,0,1,7771.56,7457.2,866.13
2020-02-04,BRONX,5998.49,2020,2,4,1,35,6,0,0,1,0,1,5806.51,5831.1,553.62
2020-02-04,BROOKLYN,8729.9,2020,2,4,1,35,6,0,0,1,0,1,8670.91,8883.38,656.87
2020-02-04,MANHATTAN,11123.23,2020,2,4,1,35,6,0,0,1,0,1,10466.49,10738.88,1243.2
2020-02-04,QUEENS,7598.02,2020,2,4,1,35,6,0,0,1,0,1,7351.43,7322.64,684.89
2020-02-05,BRONX,5764.35,2020,2,5,2,36,6,0,0,1,0,1,5747.01,5653.16,496.55
2020-02-05,BROOKLYN,9071.08,2020,2,5,2,36,6,0,0,1,0,1,8945.41,9020.15,1021.34
2020-02-05,MANHATTAN,9634.63,2020,2,5,2,36,6,0,0,1,0,1,9333.99,9561.59,1081.08
2020-02-05,QUEENS,7484.92,2020,2,5,2,36,6,0,0,1,0,1,7352.79,7547.27,659.93
2020-02-06,BRONX,6101.85,2020,2,6,3,37,6,0,0,1,0,1,5955.14,5878.95,744.28
2020-02-06,BROOKLYN,9038.88,2020,2,6,3,37,6,0,0,1,0,1,9005.17,9121.72,907.69
2020-02-06,MANHATTAN,10393.97,2020,2,6,3,37,6,0,0,1,0,1,10121.59,10183.23,1012.34
2020-02-06,QUEENS,7529.09,2020,2,6,3,37,6,0,0,1,0,1,7468.13,7118.4,1067.98
2020-02-07,BRONX,5640.62,2020,2,7,4,38,6,0,0,1,0,1,5390.83,5667.38,653.37
2020-02-07,BROOKLYN,8951.51,2020,2,7,4,38,6,0,0,1,0,1,8884.97,8679.68,734.52
2020-02-07,MANHATTAN,10089.35,2020,2,7,4,38,6,0,0,1,0,1,9750.92,10081.82,979.26
2020-02-07,QUEENS,7183.49,2020,2,7,4,38,6,0,0,1,0,1,6993.65,7056.97,637.36
2020-02-08,BRONX,4840.92,2020,2,8,5,39,6,1,0,1,0,1,4767.7,4731.27,435.01
2020-02-08,BROOKLYN,7204.75,2020,2,8,5,39,6,1,0,1,0,1,7094.09,6675.61,517.67
2020-02-08,MANHATTAN,9690.19,2020,2,8,5,39,6,1,0,1,0,1,9455.02,9489.87,1254.95
2020-02-08,QUEENS,6641.95,2020,2,8,5,39,6,1,0,1,0,1,6487.86,6438.9,531.02
2020-02-09,BRONX,5043.8,2020,2,9,6,40,6,1,0,1,0,1,4913.81,4941.32,420.93
2020-02-09,BROOKLYN,7570.13,2020,2,9,6,40,6,1,0,1,0,1,7650.79,7318.33,817.83
2020-02-09,MANHATTAN,10398.09,2020,2,9,6,40,6,1,0,1,0,1,10106.69,10156.05,1042.43
2020-02-09,QUEENS,6399.94,2020,2,9,6,40,6,1,0,1,0,1,6173.0,6212.65,703.74
2020-02-10,BRONX,6370.32,2020,2,10,0,41,7,0,0,1,0,1,6365.13,6590.7,539.27
2020-02-10,BROOKLYN,9059.24,2020,2,10,0,41,7,0,0,1,0,1,8911.27,9382.6,759.47
2020-02-10,MANHATTAN,9629.24,2020,2,10,0,41,7,0,0,1,0,1,9321.22,8726.82,861.67
2020-02-10,QUEENS,7208.35,2020,2,10,0,41,7,0,0,1,0,1,7085.86,7066.0,991.32
2020-02-11,BRONX,6221.62,2020,2,11,1,42,7,0,0,1,0,1,6025.4,5867.28,683.37
2020-02-11,BROOKLYN,8107.6,2020,2,11,1,42,7,0,0,1,0,1,8242.42,8151.24,734.68
2020-02-11,MANHATTAN,9190.29,2020,2,11,1,42,7,0,0,1,0,1,9255.33,8883.0,1146.55
2020-02-11,QUEENS,6895.42,2020,2,11,1,42,7,0,0,1,0,1,6674.85,6689.64,696.02
2020-02-12,BRONX,5805.72,2020,2,12,2,43,7,0,0,1,0,1,5761.93,5445.6,564.04
2020-02-12,BROOKLYN,8732.84,2020,2,12,2,43,7,0,0,1,0,1,8648.03,8657.29,676.86
2020-02-12,MANHATTAN,9280.26,2020,2,12,2,43,7,0,0,1,0,1,9331.8,9094.37,789.1
2020-02-12,QUEENS,8073.87,2020,2,12,2,43,7,0,0,1,0,1,7931.07,8117.3,818.29
2020-02-13,BRONX,6551.35,2020,2,13,3,44,7,0,0,1,0,1,6650.32,6305.88,782.44
2020-02-13,BROOKLYN,8960.74,2020,2,13,3,44,7,0,0,1,0,1,9026.8,8432.52,1019.02
2020-02-13,MANHATTAN,10583.17,2020,2,13,3,44,7,0,0,1,0,1,9999.25,9890.0,626.69
2020-02-13,QUEENS,7391.82,2020,2,13,3,44,7,0,0,1,0,1,7350.06,7503.22,750.14
2020-02-14,BRONX,6423.02,2020,2,14,4,45,7,0,0,1,0,1,6117.27,5902.1,635.17
2020-02-14,BROOKLYN,8847.32,2020,2,14,4,45,7,0,0,1,0,1,8664.59,8033.16,868.96
2020-02-14,MANHATTAN,9395.67,2020,2,14,4,45,7,0,0,1,0,1,9333.6,9217.13,762.95
2020-02-14,QUEENS,7300.24,2020,2,14,4,45,7,0,0,1,0,1,6999.58,7067.51,869.48
2020-02-15,BRONX,4799.65,2020,2,15,5,46,7,1,0,1,0,1,4752.04,4579.31,403.85
2020-02-15,BROOKLYN,7339.04,2020,2,15,5,46,7,1,0,1,0,1,7040.31,6996.97,558.08
2020-02-15,MANHATTAN,11038.65,2020,2,15,5,46,7,1,0,1,0,1,10825.66,10475.77,1151.11
2020-02-15,QUEENS,6333.07,2020,2,15,5,46,7,1,0,1,0,1,6178.42,6259.76,729.25
2020-02-16,BRONX,4914.56,2020,2,16,6,47,7,1,0,1,0,1,4759.67,4726.57,265.2
2020-02-16,BROOKLYN,6819.54,2020,2,16,6,47,7,1,0,1,0,1,6869.58,6951.49,647.99
2020-02-16,MANHATTAN,10341.01,2020,2,16,6,47,7,1,0,1,0,1,10198.56,10985.94,1265.65
2020-02-16,QUEENS,6328.1,2020,2,16,6,47,7,1,0,1,0,1,6080.6,5833.28,658.56
2020-02-17,BRONX,5143.29,2020,2,17,0,48,8,0,1,1,0,1,4894.12,4889.23,403.07
2020-02-17,BROOKLYN,8471.61,2020,2,17,0,48,8,0,1,1,0,1,8451.56,8215.44,1097.91
2020-02-17,MANHATTAN,9081.12,2020,2,17,0,48,8,0,1,1,0,1,8743.07,9223.64,1005.99
2020-02-17,QUEENS,6393.74,2020,2,17,0,48,8,0,1,1,0,1,6241.53,6033.97,462.55
2020-02-18,BRONX,6214.42,2020,2,18,1,49,8,0,0,1,0,1,6327.45,5767.25,691.41
2020-02-18,BROOKLYN,8398.23,2020,2,18,1,49,8,0,0,1,0,1,8148.45,7997.03,694.7
2020-02-18,MANHATTAN,10075.64,2020,2,18,1,49,8,0,0,1,0,1,9706.68,9855.12,997.44
2020-02-18,QUEENS,7403.23,2020,2,18,1,49,8,0,0,1,0,1,7120.79,7053.03,852.17
2020-02-19,BRONX,6088.13,2020,2,19,2,50,8,0,0,1,0,1,5847.34,5923.63,700.3
2020-02-19,BROOKLYN,7956.05,2020,2,19,2,50,8,0,0,1,0,1,7883.39,7559.21,886.4
2020-02-19,MANHATTAN,9667.66,2020,2,19,2,50,8,0,0,1,0,1,9125.33,8905.59,976.06
2020-02-19,QUEENS,7590.05,2020,2,19,2,50,8,0,0,1,0,1,7300.97,7507.76,506.78
2020-02-20,BRONX,5919.75,2020,2,20,3,51,8,0,0,1,0,1,5657.98,5626.4,597.59
2020-02-20,BROOKLYN,8307.18,2020,2,20,3,51,8,0,0,1,0,1,8077.14,8308.75,734.87
2020-02-20,MANHATTAN,10471.24,2020,2,20,3,51,8,0,0,1,0,1,10025.23,10323.53,1349.02
2020-02-20,QUEENS,6566.78,2020,2,20,3,51,8,0,0,1,0,1,6330.78,6483.46,630.01
2020-02-21,BRONX,6049.59,2020,2,21,4,52,8,0,0,1,0,1,5855.52,5883.82,586.12
2020-02-21,BROOKLYN,9187.48,2020,2,21,4,52,8,0,0,1,0,1,9050.48,9004.91,843.07
2020-02-21,MANHATTAN,9806.2,2020,2,21,4,52,8,0,0,1,0,1,9525.24,9628.06,898.05
2020-02-21,QUEENS,7601.31,2020,2,21,4,52,8,0,0,1,0,1,7764.8,7571.92,710.57
2020-02-22,BRONX,5351.68,2020,2,22,5,53,8,1,0,1,0,1,5200.97,4863.91,427.27
2020-02-22,BROOKLYN,6688.35,2020,2,22,5,53,8,1,0,1,0,1,6507.56,6491.4,893.09
2020-02-22,MANHATTAN,10215.55,2020,2,22,5,53,8,1,0,1,0,1,9966.47,10163.27,569.8
2020-02-22,QUEENS,6443.87,2020,2,22,5,53,8,1,0,1,0,1,6414.34,5964.72,791.79
2020-02-23,BRONX,5133.91,2020,2,23,6,54,8,1,0,1,0,1,4988.59,5077.35,746.54
2020-02-23,BROOKLYN,7445.63,2020,2,23,6,54,8,1,0,1,0,1,7333.68,7119.65,618.01
2020-02-23,MANHATTAN,10468.55,2020,2,23,6,54,8,1,0,1,0,1,10079.94,10176.97,946.85
2020-02-23,QUEENS,6521.36,2020,2,23,6,54,8,1,0,1,0,1,6434.45,6528.7,585.62
2020-02-24,BRONX,5859.23,2020,2,24,0,55,9,0,0,1,0,1,5627.35,5605.36,630.14
2020-02-24,BROOKLYN,9009.18,2020,2,24,0,55,9,0,0,1,0,1,8662.84,8973.94,1145.18
2020-02-24,MANHATTAN,10259.03,2020,2,24,0,55,9,0,0,1,0,1,10438.93,9713.11,770.52
2020-02-24,QUEENS,6826.37,2020,2,24,0,55,9,0,0,1,0,1,6894.09,6755.59,675.05
2020-02-25,BRONX,6022.52,2020,2,25,1,56,9,0,0,1,0,1,5766.5,6283.73,617.82
2020-02-25,BROOKLYN,8728.11,2020,2,25,1,56,9,0,0,1,0,1,8680.24,8592.22,911.89
2020-02-25,MANHATTAN,9653.99,2020,2,25,1,56,9,0,0,1,0,1,9551.94,9909.44,1225.17
2020-02-25,QUEENS,8089.62,2020,2,25,1,56,9,0,0,1,0,1,7845.12,7606.77,788.61
2020-02-26,BRONX,5955.92,2020,2,26,2,57,9,0,0,1,0,1,5967.14,5474.84,777.79
2020-02-26,BROOKLYN,8612.04,2020,2,26,2,57,9,0,0,1,0,1,8366.27,8092.19,576.17
2020-02-26,MANHATTAN,10464.94,2020,2,26,2,57,9,0,0,1,0,1,10270.99,9746.01,775.44
2020-02-26,QUEENS,7366.95,2020,2,26,2,57,9,0,0,1,0,1,7465.52,7088.57,515.22
2020-02-27,BRONX,5866.4,2020,2,27,3,58,9,0,0,1,0,1,5717.07,5215.78,580.27
2020-02-27,BROOKLYN,8580.39,2020,2,27,3,58,9,0,0,1,0,1,8528.26,8798.92,1051.37
2020-02-27,MANHATTAN,9916.12,2020,2,27,3,58,9,0,0,1,0,1,9498.35,10384.17,1003.36
2020-02-27,QUEENS,7497.97,2020,2,27,3,58,9,0,0,1,0,1,7344.39,7317.59,728.15
2020-02-28,BRONX,5769.02,2020,2,28,4,59,9,0,0,1,0,1,5590.54,5590.28,514.2
2020-02-28,BROOKLYN,8371.23,2020,2,28,4,59,9,0,0,1,0,1,8221.62,8056.06,1088.93
2020-02-28,MANHATTAN,8718.97,2020,2,28,4,59,9,0,0,1,0,1,8734.93,8783.34,510.34
2020-02-28,QUEENS,7364.37,2020,2,28,4,59,9,0,0,1,0,1,7162.37,6832.48,621.87
2020-02-29,BRONX,4768.13,2020,2,29,5,60,9,1,0,1,0,1,4839.87,4758.93,598.07
2020-02-29,BROOKLYN,7644.78,2020,2,29,5,60,9,1,0,1,0,1,7319.26,7295.14,839.3
2020-02-29,MANHATTAN,9437.05,2020,2,29,5,60,9,1,0,1,0,1,9382.88,9085.9,872.96
2020-02-29,QUEENS,6595.24,2020,2,29,5,60,9,1,0,1,0,1,6521.94,6325.96,812.45
2020-03-01,BRONX,5905.28,2020,3,1,6,61,9,1,0,2,0,0,5859.92,5833.19,553.97
2020-03-01,BROOKLYN,9272.75,2020,3,1,6,61,9,1,0,2,0,0,8855.27,9251.62,892.98
2020-03-01,MANHATTAN,12104.1,2020,3,1,6,61,9,1,0,2,0,0,12115.96,11485.21,869.45
2020-03-01,QUEENS,7262.47,2020,3,1,6,61,9,1,0,2,0,0,7205.24,6765.62,981.13
2020-03-02,BRONX,6579.85,2020,3,2,0,62,10,0,0,2,0,0,6671.5,6424.11,645.26
2020-03-02,BROOKLYN,10441.63,2020,3,2,0,62,10,0,0,2,0,0,10316.15,10116.59,1274.57
2020-03-02,MANHATTAN,12499.93,2020,3,2,0,62,10,0,0,2,0,0,12287.51,11988.58,1235.76
2020-03-02,QUEENS,9407.8,2020,3,2,0,62,10,0,0,2,0,0,8897.87,8745.06,1080.63
2020-03-03,BRONX,7407.12,2020,3,3,1,63,10,0,0,2,0,0,7231.72,7189.0,792.2
2020-03-03,BROOKLYN,10444.39,2020,3,3,1,63,10,0,0,2,0,0,10072.92,10192.42,840.07
2020-03-03,MANHATTAN,12682.65,2020,3,3,1,63,10,0,0,2,0,0,11997.13,12693.74,1388.14
2020-03-03,QUEENS,9383.82,2020,3,3,1,63,10,0,0,2,0,0,9380.57,9571.16,1128.76
2020-03-04,BRONX,6668.37,2020,3,4,2,64,10,0,0,2,0,0,6364.35,6343.32,670.32
